tokenId, hat, fur, clothes, eyes, earring, mouth, background
4817,3,11,17,10,0,4,7
4818,19,10,3,16,0,10,7
4819,0,4,3,0,1,3,1
4820,0,0,2,3,0,26,3
4821,9,4,1,11,3,9,5
4822,27,11,15,2,0,2,1
4823,0,0,28,19,0,2,5
4824,7,9,7,5,0,2,2
4825,3,2,37,3,0,0,4
4826,0,6,0,8,2,10,3
4827,8,2,18,2,0,0,0
4828,20,1,6,0,2,2,0
4829,2,4,1,8,0,3,6
4830,12,5,4,10,4,2,2
4831,2,15,43,5,2,0,3
4832,35,2,12,1,0,7,6
4833,0,2,0,4,0,4,3
4834,18,1,43,14,0,14,1
4835,17,0,0,7,0,1,2
4836,17,0,0,14,0,4,0
4837,0,0,11,8,0,11,0
4838,18,11,25,10,0,26,6
4839,17,6,11,10,3,3,7
4840,5,16,14,0,0,0,4
4841,25,4,18,1,6,1,5
4842,4,0,11,19,0,0,1
4843,2,6,0,1,1,1,7
4844,0,7,31,2,1,30,0
4845,3,6,4,7,0,5,5
4846,20,1,8,1,0,1,2
4847,6,1,19,13,0,0,4
4848,14,4,35,18,0,2,6
4849,19,4,0,0,0,0,1
4850,0,2,7,6,0,0,6
4851,5,3,32,0,0,4,0
4852,25,9,3,8,0,14,6
4853,0,1,2,8,0,10,3
4854,0,16,18,0,4,0,5
4855,0,7,13,4,0,5,0
4856,7,10,6,10,0,1,1
4857,27,2,0,3,6,0,1
4858,0,2,10,12,0,12,4
4859,2,1,13,15,0,0,6
4860,7,11,19,13,0,3,0
4861,2,3,0,15,0,1,5
4862,4,3,25,14,1,1,5
4863,1,7,5,14,0,5,4
4864,7,2,0,17,1,1,2
4865,16,10,26,2,0,4,6
4866,17,8,18,0,0,15,1
4867,6,5,7,1,4,5,7
4868,6,13,0,4,0,11,6
4869,14,9,19,17,2,0,3
4870,0,1,3,0,0,0,1
4871,24,5,22,1,1,7,2
4872,12,6,0,0,0,4,6
4873,12,4,0,2,0,8,1
4874,16,1,0,0,0,3,1
4875,15,14,7,14,1,5,4
4876,30,4,11,1,0,2,5
4877,1,2,7,12,0,1,6
4878,7,7,18,8,0,4,1
4879,27,5,0,14,0,1,3
4880,0,11,2,18,0,3,6
4881,14,2,17,14,0,1,3
4882,2,8,43,22,0,0,2
4883,3,2,11,2,0,0,1
4884,0,1,16,8,0,7,6
4885,12,0,17,5,0,2,5
4886,1,15,13,3,0,0,2
4887,0,2,2,1,0,7,6
4888,9,4,3,20,0,0,6
4889,5,1,13,3,0,0,7
4890,15,9,31,14,0,15,7
4891,2,6,17,5,1,4,4
4892,0,14,12,0,0,12,6
4893,16,0,18,0,0,0,0
4894,7,0,32,18,0,3,0
4895,21,0,14,4,0,4,0
4896,3,9,2,9,2,1,2
4897,9,7,20,9,0,1,2
4898,8,0,2,18,1,25,7
4899,6,9,25,14,0,30,5
4900,21,1,25,9,5,0,1
4901,0,1,22,3,0,2,2
4902,0,6,19,7,4,11,5
4903,26,5,30,7,0,6,5
4904,0,7,0,19,0,7,7
4905,2,0,11,0,1,1,7
4906,0,12,36,14,5,7,4
4907,7,0,33,11,2,27,0
4908,0,10,0,0,1,8,4
4909,0,4,4,5,0,2,3
4910,16,0,9,14,1,1,3
4911,19,2,23,5,0,7,0
4912,26,12,3,17,0,24,3
4913,0,5,2,0,0,2,2
4914,7,1,28,19,0,2,5
4915,0,1,7,11,0,16,5
4916,3,9,20,0,1,0,5
4917,8,0,0,19,1,0,3
4918,9,14,12,19,0,2,7
4919,6,0,16,2,1,0,5
4920,6,8,20,0,0,0,1
4921,32,6,2,2,0,0,5
4922,30,6,7,0,0,11,6
4923,0,12,15,6,2,2,3
4924,0,7,16,15,1,1,7
4925,0,8,11,4,0,0,7
4926,26,4,22,18,0,1,1
4927,9,8,11,17,0,0,0
4928,0,0,1,1,1,1,6
4929,5,14,18,5,3,1,2
4930,19,13,1,0,0,12,7
4931,0,16,0,6,0,1,5
4932,1,8,0,0,0,3,4
4933,0,11,26,0,1,3,4
4934,29,2,14,2,2,15,2
4935,20,3,2,21,0,13,4
4936,32,0,0,1,4,11,7
4937,9,6,19,3,0,22,5
4938,0,10,20,0,0,0,7
4939,0,9,14,1,1,25,2
4940,3,13,4,12,0,11,7
4941,0,11,2,5,0,24,7
4942,0,7,34,4,0,1,1
4943,24,2,43,2,0,3,4
4944,2,10,24,0,0,3,0
4945,12,2,9,0,0,20,1
4946,18,1,5,4,0,11,1
4947,1,3,10,0,0,6,0
4948,16,15,0,5,0,6,6
4949,5,2,0,5,0,4,5
4950,0,13,7,0,0,0,1
4951,30,6,0,6,0,20,7
4952,20,10,0,4,0,0,2
4953,0,1,41,0,0,1,7
4954,13,2,14,4,6,5,1
4955,1,2,0,0,0,1,6
4956,3,8,4,19,2,12,1
4957,0,12,4,19,0,0,4
4958,35,7,8,0,2,5,1
4959,10,5,16,5,0,20,6
4960,0,2,35,6,0,0,5
4961,19,3,16,0,0,4,1
4962,23,12,8,1,0,16,0
4963,11,1,28,8,0,6,6
4964,0,13,1,1,2,13,3
4965,2,13,17,0,0,20,6
4966,11,4,5,9,2,0,6
4967,6,8,33,15,0,26,1
4968,0,3,5,15,0,8,5
4969,0,10,0,1,0,29,6
4970,8,1,0,14,1,18,2
4971,7,0,17,6,2,8,3
4972,6,1,0,1,0,1,6
4973,5,0,12,8,0,7,1
4974,4,11,0,14,0,1,1
4975,17,2,10,11,0,0,4
4976,16,1,6,5,0,9,6
4977,0,7,27,7,0,2,7
4978,0,4,14,19,0,5,6
4979,21,9,0,7,3,0,0
4980,17,0,10,0,0,0,2
4981,22,2,0,1,5,0,1
4982,11,9,0,5,0,0,3
4983,5,4,12,2,6,0,5
4984,0,0,21,3,0,13,0
4985,36,0,23,0,1,2,7
4986,13,10,19,21,5,0,1
4987,0,15,12,16,0,7,3
4988,0,4,9,11,0,2,7
4989,0,16,10,12,0,10,1
4990,32,5,0,9,0,0,0
4991,0,11,19,16,2,5,7
4992,25,2,33,5,0,28,5
4993,22,13,6,0,0,10,1
4994,14,14,22,11,5,7,0
4995,11,7,7,14,2,0,0
4996,29,1,9,17,0,1,7
4997,21,13,33,10,0,0,2
4998,35,0,10,1,0,1,5
4999,0,8,36,0,1,21,0
5000,13,3,2,0,0,0,4
5001,30,3,2,5,2,1,1
5002,28,5,0,8,0,3,7
5003,31,7,21,0,0,29,4
5004,17,3,0,0,0,11,4
5005,21,16,11,19,1,1,2
5006,1,13,17,1,4,6,4
5007,10,1,0,3,0,1,1
5008,27,2,19,4,0,2,2
5009,0,12,7,2,3,2,2
5010,6,3,36,1,3,25,3
5011,5,2,0,8,0,10,0
5012,2,13,34,1,5,1,0
5013,22,2,0,1,0,1,3
5014,11,3,20,14,0,0,3
5015,7,13,0,14,0,14,6
5016,0,13,20,18,2,6,6
5017,0,14,22,9,0,4,5
5018,16,9,0,0,0,2,3
5019,0,11,2,3,3,4,0
5020,16,0,14,1,0,0,3
5021,8,5,6,10,0,14,0
5022,26,7,26,21,0,0,2
5023,20,11,19,10,0,2,5
5024,20,15,0,2,1,3,1
5025,0,0,28,10,0,0,6
5026,31,7,15,0,0,0,3
5027,31,7,8,12,0,1,1
5028,18,0,37,2,0,1,3
5029,17,1,7,8,1,14,1
5030,17,1,18,18,0,16,1
5031,0,9,42,8,0,3,7
5032,0,12,0,16,0,13,5
5033,4,7,30,6,1,1,7
5034,27,5,16,11,2,16,4
5035,0,1,5,8,3,12,5
5036,25,0,10,9,0,19,7
5037,2,7,11,8,2,2,5
5038,14,3,11,1,2,3,3
5039,2,5,18,13,4,0,1
5040,0,4,26,0,0,24,3
5041,0,2,0,0,0,0,5
5042,0,3,13,2,1,0,4
5043,3,6,1,5,0,1,1
5044,11,8,0,21,4,1,5
5045,0,5,0,4,0,9,6
5046,1,8,17,11,0,0,1
5047,21,3,17,3,0,5,5
5048,17,5,15,19,0,2,5
5049,14,13,7,3,2,0,0
5050,6,4,2,2,0,2,0
5051,25,3,1,0,0,0,4
5052,14,8,37,4,0,0,2
5053,22,15,9,14,0,15,6
5054,1,13,31,11,3,0,6
5055,36,3,8,9,2,7,7
5056,4,2,33,15,0,22,5
5057,2,6,0,4,0,5,0
5058,5,7,16,3,0,15,0
5059,1,12,33,12,0,0,4
5060,13,0,21,15,2,2,4
5061,17,1,16,3,0,2,0
5062,18,1,5,0,2,2,5
5063,0,0,17,0,0,0,5
5064,11,1,10,8,0,5,4
5065,1,2,0,0,0,17,1
5066,4,1,0,3,6,5,5
5067,11,1,38,8,6,4,6
5068,21,10,0,17,0,6,7
5069,25,1,13,10,3,4,0
5070,0,13,38,12,0,14,5
5071,10,11,11,4,3,11,5
5072,0,0,18,0,5,4,7
5073,0,4,34,15,3,8,5
5074,24,0,9,0,0,0,2
5075,31,3,31,14,0,24,7
5076,0,2,17,17,0,1,7
5077,21,6,0,12,0,6,0
5078,10,14,38,0,0,4,0
5079,25,0,19,5,0,20,0
5080,0,8,4,11,0,26,5
5081,10,6,2,6,0,2,5
5082,0,1,11,2,0,0,2
5083,0,3,33,0,0,1,7
5084,7,0,32,2,4,7,4
5085,7,2,21,2,0,18,7
5086,0,1,4,17,0,24,3
5087,0,5,23,15,0,24,2
5088,11,1,40,1,1,1,0
5089,0,1,4,16,0,14,0
5090,31,5,0,8,0,1,5
5091,0,2,33,5,0,4,5
5092,1,1,18,3,0,1,4
5093,3,15,7,0,0,4,4
5094,2,8,1,0,0,3,0
5095,25,6,3,0,0,0,6
5096,31,0,5,1,0,13,0
5097,1,7,9,0,3,1,2
5098,1,1,22,9,0,12,1
5099,36,2,33,9,0,2,4
5100,3,7,10,15,4,2,6
5101,13,0,24,0,1,8,1
5102,13,14,0,15,4,0,7
5103,16,2,14,10,0,1,4
5104,0,3,0,2,0,27,6
5105,2,13,0,7,2,11,3
5106,20,14,0,0,1,11,3
5107,0,6,0,7,1,23,0
5108,0,0,34,3,0,5,1
5109,5,12,3,10,3,3,2
5110,1,2,14,3,0,5,1
5111,7,0,9,11,3,0,3
5112,18,2,0,2,0,6,6
5113,0,1,13,4,0,0,2
5114,0,3,15,8,0,0,2
5115,30,0,0,17,0,1,5
5116,10,13,28,19,4,3,4
5117,6,1,15,4,0,13,3
5118,2,1,0,0,2,20,2
5119,25,1,18,7,1,10,1
5120,0,0,0,7,0,1,2
5121,0,6,4,11,4,1,2
5122,33,1,34,2,0,12,2
5123,12,3,37,14,0,2,3
5124,27,6,37,2,0,4,6
5125,20,2,26,21,1,17,3
5126,12,5,0,6,0,17,5
5127,11,7,24,0,0,0,3
5128,7,0,7,11,3,0,0
5129,14,7,37,0,0,17,2
5130,3,2,36,19,0,5,6
5131,2,2,0,13,0,0,7
5132,16,4,32,14,0,3,5
5133,19,7,4,0,4,9,7
5134,7,18,0,7,5,3,4
5135,0,0,11,9,0,0,1
5136,16,1,20,8,0,1,0
5137,13,0,16,1,0,1,4
5138,0,11,0,2,0,8,1
5139,12,3,7,10,0,0,1
5140,5,5,19,0,0,29,2
5141,0,0,13,9,0,1,4
5142,6,15,0,7,0,1,6
5143,0,3,3,12,0,6,2
5144,0,10,7,2,2,1,4
5145,0,2,10,0,0,2,5
5146,8,3,0,0,1,0,3
5147,3,12,23,8,0,2,7
5148,0,2,0,14,2,4,3
5149,31,2,2,2,6,1,5
5150,4,9,36,3,0,0,4
5151,4,14,12,2,1,6,1
5152,13,7,24,6,0,0,7
5153,16,12,8,10,0,16,3
5154,31,6,35,0,0,10,2
5155,20,1,0,1,0,12,0
5156,12,1,4,12,0,12,1
5157,4,8,23,15,2,3,4
5158,7,1,17,8,0,25,5
5159,9,9,18,0,0,8,5
5160,15,8,18,0,1,1,5
5161,11,11,1,0,0,0,3
5162,25,9,9,6,0,12,7
5163,0,13,0,8,0,1,3
5164,5,1,0,16,0,1,0
5165,23,0,4,14,0,23,0
5166,6,9,0,7,0,1,4
5167,23,0,14,5,0,1,7
5168,0,1,13,8,0,1,2
5169,25,0,10,5,0,1,2
5170,0,12,2,6,3,2,2
5171,4,13,1,7,0,4,6
5172,4,10,27,5,0,2,2
5173,7,8,10,5,0,0,4
5174,5,13,29,3,0,2,0
5175,21,9,18,10,1,0,5
5176,3,2,0,2,0,24,0
5177,4,6,15,16,1,12,4
5178,13,1,27,10,3,23,7
5179,1,7,0,19,0,1,4
5180,9,7,0,2,0,0,3
5181,3,1,38,20,1,31,3
5182,0,8,18,2,0,3,0
5183,11,5,0,1,2,25,0
5184,21,3,29,0,0,1,1
5185,1,0,8,0,0,6,4
5186,23,1,14,6,0,1,0
5187,8,5,7,1,0,1,5
5188,26,8,11,0,4,5,3
5189,0,11,0,11,0,2,4
5190,17,0,11,3,0,1,1
5191,5,8,4,14,1,8,3
5192,23,9,0,1,0,5,4
5193,3,2,15,12,0,2,3
5194,15,10,0,0,0,14,5
5195,29,1,0,3,0,4,1
5196,3,10,21,0,0,5,2
5197,0,9,25,2,0,14,2
5198,12,9,0,17,3,3,1
5199,2,9,17,15,0,11,5
5200,0,13,17,5,0,2,6
5201,0,1,21,2,0,1,6
5202,5,7,0,5,0,4,4
5203,10,15,30,11,0,27,6
5204,0,8,10,11,0,0,5
5205,21,2,1,0,0,1,4
5206,23,9,25,17,0,10,4
5207,13,0,27,2,0,17,4
5208,27,1,25,10,0,0,6
5209,8,10,9,0,0,1,6
5210,25,12,30,6,0,22,2
5211,12,1,0,16,4,0,1
5212,5,4,0,1,1,0,0
5213,0,16,0,1,0,6,1
5214,0,3,27,7,0,23,4
5215,36,0,2,11,0,3,3
5216,0,1,0,6,0,8,6
5217,4,2,19,15,0,0,1
5218,9,2,6,9,5,16,5
5219,0,7,0,2,2,1,0
5220,33,7,5,0,2,1,3
5221,3,3,5,4,0,0,3
5222,0,14,10,1,0,13,7
5223,6,3,24,4,0,10,4
5224,13,2,0,2,0,1,3
5225,26,2,31,0,1,0,5
5226,6,2,29,19,0,0,6
5227,4,1,15,18,0,0,6
5228,0,0,25,11,0,1,0
5229,4,4,23,21,0,3,0
5230,0,13,26,13,1,0,3
5231,6,0,33,12,2,4,5
5232,24,9,24,4,3,3,0
5233,17,4,0,0,0,17,4
5234,16,14,14,7,3,0,1
5235,0,2,31,0,0,14,6
5236,24,3,0,9,0,0,6
5237,0,13,0,20,4,19,0
5238,19,0,0,14,0,1,0
5239,1,4,1,14,0,21,0
5240,0,1,13,1,0,0,7
5241,3,1,9,13,1,17,4
5242,26,4,19,0,0,3,3
5243,7,3,24,7,0,1,2
5244,15,0,11,2,4,3,4
5245,26,5,17,10,1,19,6
5246,33,2,23,13,0,2,6
5247,2,6,13,14,0,12,1
5248,31,7,0,3,2,3,0
5249,1,0,39,4,3,3,5
5250,7,11,0,0,0,0,1
5251,0,8,0,13,0,1,0
5252,21,4,19,0,1,5,4
5253,9,2,24,14,5,0,4
5254,18,4,8,17,0,0,5
5255,1,1,15,7,0,4,3
5256,13,1,25,13,0,1,6
5257,0,2,15,5,3,0,1
5258,23,1,0,2,2,0,3
5259,17,1,42,4,0,4,3
5260,0,1,37,3,0,20,2
5261,29,8,22,1,0,11,3
5262,0,6,0,2,0,8,2
5263,1,0,11,5,0,0,1
5264,24,2,15,5,0,3,4
5265,0,5,10,7,3,2,7
5266,11,5,32,10,0,2,5
5267,8,5,21,2,2,20,5
5268,6,9,14,10,6,2,7
5269,0,2,29,0,0,8,5
5270,16,11,24,0,0,3,2
5271,1,1,21,0,1,1,3
5272,32,14,37,7,0,12,1
5273,11,2,20,3,0,7,5
5274,22,0,13,8,0,14,3
5275,0,6,17,8,0,27,5
5276,0,1,4,6,1,17,6
5277,0,2,33,11,0,4,3
5278,0,6,14,7,0,25,3
5279,30,3,28,0,0,10,6
5280,0,5,0,0,2,0,0
5281,0,7,1,17,0,1,2
5282,30,8,33,21,0,19,3
5283,0,5,15,7,2,4,3
5284,5,6,33,3,0,2,1
5285,10,15,38,4,0,16,0
5286,4,14,25,7,0,0,3
5287,16,4,0,8,0,9,1
5288,1,6,26,16,4,8,6
5289,5,12,8,4,0,1,7
5290,5,5,0,3,0,0,5
5291,0,2,32,3,1,1,3
5292,10,10,14,15,0,12,1
5293,19,5,35,4,0,1,5
5294,1,0,6,13,0,3,4
5295,4,6,3,14,0,3,1
5296,9,7,2,12,0,0,1
5297,8,9,0,20,2,0,6
5298,10,2,35,1,0,20,4
5299,9,2,20,14,0,2,1
5300,10,3,20,0,0,28,6
5301,4,9,23,3,6,14,0
5302,5,13,12,3,0,14,1
5303,34,9,27,10,0,20,1
5304,0,7,3,1,4,4,6
5305,12,9,23,0,0,0,0
5306,10,2,0,17,0,5,4
5307,0,16,21,1,0,0,5
5308,9,0,40,3,0,0,2
5309,0,7,24,13,0,6,0
5310,1,0,1,4,0,11,6
5311,20,1,2,10,3,0,4
5312,2,16,22,2,1,27,7
5313,6,14,24,10,0,2,7
5314,7,1,1,12,3,1,3
5315,1,1,2,0,0,15,5
5316,0,14,32,5,0,0,3
5317,0,6,7,8,6,0,5
5318,12,9,7,10,0,5,7
5319,33,1,39,18,2,0,4
5320,0,6,38,11,0,5,3
5321,14,0,0,8,0,25,0
5322,15,0,6,12,0,5,7
5323,36,3,14,0,1,0,4
5324,0,7,4,0,0,0,0
5325,29,1,8,7,5,1,1
5326,11,14,0,3,0,1,7
5327,12,12,1,18,0,1,6
5328,12,8,20,15,0,0,2
5329,19,0,11,1,0,0,4
5330,10,10,14,3,0,25,7
5331,18,4,10,3,0,1,6
5332,21,10,15,1,0,1,2
5333,17,12,10,3,0,4,0
5334,0,9,17,13,0,5,3
5335,9,10,8,1,0,30,0
5336,12,4,14,1,1,8,6
5337,6,0,11,1,0,1,6
5338,27,4,28,1,0,14,5
5339,0,2,8,3,2,3,5
5340,6,1,18,1,5,6,6
5341,0,10,0,1,0,0,7
5342,12,1,2,7,0,1,5
5343,2,1,1,16,0,5,5
5344,0,3,9,6,0,4,3
5345,10,1,34,10,0,0,0
5346,1,1,0,2,0,5,2
5347,1,10,40,3,4,0,3
5348,0,5,11,3,0,1,0
5349,1,16,0,0,1,0,5
5350,0,4,0,14,0,28,7
5351,2,1,29,0,0,15,3
5352,0,8,0,9,0,6,4
5353,29,7,21,9,0,21,3
5354,22,2,43,11,2,1,4
5355,36,7,4,15,0,6,5
5356,16,13,1,17,0,12,5
5357,20,3,6,1,2,0,7
5358,0,4,11,10,0,13,7
5359,0,12,28,7,0,0,7
5360,3,15,14,6,0,16,5
5361,3,1,27,5,2,0,1
5362,16,4,1,0,2,2,7
5363,24,11,12,4,0,8,6
5364,5,2,13,15,0,2,2
5365,1,7,0,13,2,12,3
5366,6,3,3,5,0,27,4
5367,3,2,14,9,2,1,0
5368,23,7,0,6,2,1,5
5369,5,3,0,0,0,2,3
5370,1,15,0,5,2,1,6
5371,6,0,39,15,1,1,5
5372,0,3,22,6,0,6,7
5373,0,12,4,6,3,1,7
5374,9,6,5,10,0,1,4
5375,18,4,5,0,0,2,6
5376,3,0,0,3,0,5,5
5377,8,0,7,3,0,2,5
5378,0,4,2,5,4,7,3
5379,5,0,1,1,0,1,5
5380,10,4,33,9,0,18,3
5381,28,3,35,12,0,11,6
5382,1,0,6,16,0,9,2
5383,24,2,8,12,3,4,0
5384,7,1,8,1,0,2,5
5385,7,4,1,14,0,1,1
5386,0,7,23,8,0,13,1
5387,21,6,17,5,2,10,4
5388,0,0,1,21,0,5,0
5389,19,12,18,12,1,8,3
5390,7,7,17,6,0,0,0
5391,23,9,0,0,3,0,7
5392,1,0,13,19,0,0,4
5393,16,1,4,9,4,11,7
5394,5,4,13,2,0,12,4
5395,2,9,0,17,0,9,6
5396,4,2,27,6,0,0,2
5397,10,0,37,8,0,0,4
5398,32,9,30,0,0,0,2
5399,20,9,12,3,0,0,7
5400,8,6,0,13,1,0,7
5401,12,4,0,9,0,1,3
5402,4,2,12,10,0,10,6
5403,20,16,22,21,0,1,5
5404,9,2,3,0,0,0,2
5405,0,0,27,0,0,6,6
5406,0,10,15,17,0,4,4
5407,8,13,27,1,5,1,1
5408,0,6,2,3,0,27,0
5409,10,4,32,13,0,4,2
5410,2,1,2,9,2,20,0
5411,30,5,19,1,0,3,2
5412,23,4,33,2,3,0,7
5413,2,5,0,6,1,14,6
5414,27,8,7,4,1,1,2
5415,11,1,6,0,0,12,2
5416,0,0,0,1,1,5,7
5417,0,6,19,8,0,13,0
5418,33,1,18,7,3,2,1
5419,0,12,20,7,2,5,7
5420,3,15,43,5,0,25,1
5421,13,0,1,0,0,0,6
5422,23,1,21,3,3,1,7
5423,6,0,0,15,0,0,4
5424,14,7,0,3,0,11,0
5425,9,4,22,13,0,6,5
5426,0,16,18,0,0,2,3
5427,14,1,16,0,0,6,0
5428,0,0,17,5,3,0,5
5429,29,0,28,9,1,2,0
5430,10,16,18,8,0,15,1
5431,2,3,13,3,0,15,4
5432,2,5,42,13,5,6,5
5433,3,1,38,0,0,15,6
5434,8,1,21,5,0,3,7
5435,22,2,39,3,0,1,5
5436,1,16,4,14,0,5,6
5437,0,7,1,0,4,0,2
5438,21,10,25,1,0,0,7
5439,24,8,0,9,0,3,6
5440,5,0,29,6,2,0,4
5441,5,10,0,10,0,1,0
5442,0,0,20,3,0,4,1
5443,30,10,7,12,0,0,5
5444,20,1,0,14,0,28,6
5445,21,1,2,1,0,1,7
5446,29,12,13,15,0,1,1
5447,23,1,0,7,0,1,6
5448,0,0,0,20,0,2,6
5449,0,5,21,3,4,3,1
5450,0,9,0,17,5,1,6
5451,12,6,0,6,1,0,0
5452,26,3,11,7,0,6,2
5453,35,2,0,6,3,0,7
5454,6,2,22,7,0,1,1
5455,3,0,6,1,3,15,7
5456,0,0,29,1,6,3,3
5457,8,1,0,10,0,0,5
5458,34,0,12,0,4,3,0
5459,18,12,22,3,0,1,5
5460,5,10,30,1,0,2,3
5461,4,4,0,5,3,5,5
5462,15,4,43,0,0,6,6
5463,1,9,8,13,0,0,0
5464,1,13,8,5,2,28,4
5465,24,7,11,22,2,2,1
5466,35,15,1,14,0,23,4
5467,9,14,0,3,0,3,2
5468,0,1,22,10,0,1,5
5469,6,1,14,14,0,4,3
5470,0,15,11,13,0,13,1
5471,4,4,16,9,0,0,6
5472,1,0,8,0,0,20,5
5473,0,10,3,10,2,0,1
5474,4,12,0,6,0,15,6
5475,3,5,15,11,0,0,7
5476,10,3,15,11,0,3,1
5477,13,6,15,9,1,7,3
5478,16,6,37,2,0,18,3
5479,18,13,27,14,0,0,2
5480,2,5,7,9,0,10,3
5481,0,4,10,4,0,13,4
5482,16,6,0,8,0,3,2
5483,0,5,9,0,0,7,1
5484,30,8,6,8,0,13,5
5485,0,1,39,2,0,4,5
5486,1,8,19,9,0,3,6
5487,20,9,6,3,6,0,3
5488,20,1,9,1,0,9,4
5489,0,1,0,1,1,2,0
5490,21,0,21,5,1,17,6
5491,0,5,0,1,0,5,5
5492,0,0,22,6,0,7,3
5493,17,1,1,4,0,0,1
5494,0,2,28,14,2,22,4
5495,19,6,22,2,0,0,5
5496,10,4,12,18,2,13,2
5497,3,0,27,10,0,25,4
5498,10,4,12,0,3,0,7
5499,5,14,24,5,0,23,3
5500,0,2,33,0,0,1,3
5501,32,1,5,14,0,0,2
5502,29,11,21,9,1,19,5
5503,3,3,20,14,0,2,5
5504,0,8,19,3,6,10,7
5505,4,1,42,11,0,0,2
5506,3,1,5,0,0,16,6
5507,17,3,25,4,0,10,5
5508,3,17,21,10,0,4,5
5509,14,5,8,0,4,4,6
5510,0,5,17,16,0,11,3
5511,0,0,26,9,3,1,7
5512,5,10,0,0,0,10,3
5513,26,9,20,5,2,6,3
5514,1,0,11,7,0,25,2
5515,1,7,8,14,0,12,1
5516,0,9,34,1,4,28,1
5517,0,2,0,13,4,4,0
5518,21,5,4,0,0,11,5
5519,1,3,12,0,0,3,7
5520,2,6,7,15,0,1,1
5521,18,13,38,9,0,1,6
5522,0,9,10,0,2,3,5
5523,0,9,25,9,0,3,1
5524,0,0,39,5,0,3,2
5525,8,14,0,17,0,0,7
5526,4,2,2,5,2,8,7
5527,15,3,9,15,0,1,2
5528,0,8,30,12,0,1,3
5529,22,0,0,1,0,2,4
5530,15,9,26,0,0,1,5
5531,2,1,0,13,0,17,0
5532,0,0,41,5,0,8,3
5533,32,11,1,2,0,3,7
5534,1,11,33,16,5,3,5
5535,1,2,14,20,0,1,1
5536,6,0,39,1,3,20,7
5537,0,4,7,6,0,0,4
5538,14,11,15,13,0,24,0
5539,7,10,2,20,0,4,4
5540,26,2,0,3,3,1,4
5541,28,10,0,0,2,16,1
5542,13,11,0,5,0,0,5
5543,1,3,0,3,0,0,5
5544,24,2,13,4,0,8,5
5545,5,8,34,15,0,2,6
5546,0,15,0,3,0,0,5
5547,34,17,5,20,0,3,1
5548,25,4,5,14,0,1,7
5549,17,15,0,5,0,0,3
5550,13,10,14,2,0,11,7
5551,0,1,7,5,0,0,2
5552,7,4,32,0,2,0,1
5553,6,12,8,7,0,1,2
5554,1,9,23,6,0,9,1
5555,22,15,7,0,2,9,0
5556,0,9,0,7,0,0,4
5557,13,0,37,3,0,11,2
5558,2,1,38,2,5,19,4
5559,4,10,0,1,5,1,3
5560,0,4,11,6,0,1,7
5561,1,2,3,17,0,3,2
5562,19,4,3,19,0,3,5
5563,30,0,43,4,0,3,0
5564,6,6,29,13,0,3,6
5565,3,4,0,16,0,1,0
5566,5,1,0,17,0,0,0
5567,29,2,11,0,0,4,0
5568,29,9,2,11,0,5,1
5569,0,2,0,0,0,0,7
5570,16,16,24,8,0,11,2
5571,19,1,0,3,1,3,2
5572,3,1,32,1,0,5,7
5573,0,1,8,1,4,0,2
5574,35,5,25,12,0,0,4
5575,2,10,6,14,2,24,4
5576,5,1,12,6,0,0,0
5577,20,0,8,12,0,5,1
5578,0,6,13,14,0,4,7
5579,19,8,26,0,0,0,3
5580,24,2,0,15,0,7,6
5581,20,6,7,6,0,7,1
5582,1,6,38,8,2,7,5
5583,21,8,39,9,0,0,4
5584,0,13,5,0,0,24,0
5585,29,1,12,1,4,4,2
5586,4,5,8,17,0,0,7
5587,0,2,0,9,2,2,0
5588,8,4,23,2,5,5,4
5589,33,2,0,0,0,1,5
5590,10,9,23,3,2,1,7
5591,21,5,32,10,0,8,2
5592,4,6,4,2,2,2,2
5593,15,6,5,0,0,1,0
5594,0,1,5,5,0,1,4
5595,9,9,13,1,2,3,7
5596,3,6,2,5,2,25,5
5597,19,4,0,6,0,4,4
5598,0,12,11,1,0,1,3
5599,1,1,10,4,0,3,2
5600,7,1,38,0,4,26,4
5601,30,2,16,11,0,4,2
5602,19,1,30,7,0,4,2
5603,0,8,1,7,0,9,5
5604,12,2,17,12,5,5,2
5605,8,3,23,13,1,19,5
5606,0,1,27,0,0,9,6
5607,2,10,8,9,0,11,2
5608,0,2,21,1,0,17,1
5609,1,10,17,0,0,1,0
5610,14,7,19,12,6,23,7
5611,1,3,29,0,0,1,3
5612,24,7,18,5,4,18,0
5613,7,0,33,3,0,0,4
5614,11,14,8,3,1,14,0
5615,9,3,22,4,0,0,6
5616,7,2,40,12,1,7,4
5617,0,2,0,10,0,0,0
5618,31,7,2,7,0,20,6
5619,6,1,35,17,0,1,6
5620,1,2,16,6,0,11,2
5621,0,15,38,3,4,4,2
5622,5,2,41,0,0,10,5
5623,16,10,1,0,0,0,6
5624,22,1,3,12,2,0,2
5625,12,9,4,12,0,1,5
5626,25,10,3,7,0,3,0
5627,26,9,18,8,3,0,6
5628,1,15,22,0,0,22,5
5629,4,10,6,8,2,19,1
5630,15,8,6,0,0,32,2
5631,0,13,1,0,0,13,5
5632,1,17,17,2,1,2,5
5633,24,4,0,17,1,0,4
5634,19,2,6,3,1,5,0
5635,20,8,6,9,0,25,7
5636,0,1,6,8,0,0,4
5637,18,2,6,2,0,2,6
